trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2725,False,"{'a': 0.4, 'e': 0.06545689732805189}",25,10,11.855143451703722,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2726,False,"{'a': 0.4, 'e': 0.06539144043072384}",20,13,-27.701801275436743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
2727,False,"{'a': 0.4, 'e': 0.06532604899029311}",25,20,10.038151673494815,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2728,False,"{'a': 0.4, 'e': 0.06526072294130282}",30,21,18.333383081234008,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2729,False,"{'a': 0.4, 'e': 0.06519546221836152}",20,16,9.422460384403808,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2730,False,"{'a': 0.4, 'e': 0.06513026675614315}",25,18,3.8737391334228963,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2731,False,"{'a': 0.4, 'e': 0.06506513648938701}",20,13,12.094946908361518,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2732,False,"{'a': 0.4, 'e': 0.06500007135289762}",20,11,19.018206623436775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2733,False,"{'a': 0.4, 'e': 0.06493507128154473}",30,11,16.443206425612747,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2734,False,"{'a': 0.4, 'e': 0.06487013621026318}",20,14,11.867535886962209,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2735,False,"{'a': 0.4, 'e': 0.06480526607405292}",25,16,19.19860133227056,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2736,False,"{'a': 0.4, 'e': 0.06474046080797886}",35,23,26.101416240931332,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2737,False,"{'a': 0.4, 'e': 0.06467572034717088}",35,17,33.276598909527394,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2738,False,"{'a': 0.4, 'e': 0.06461104462682371}",20,12,15.350026213072269,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2739,False,"{'a': 0.4, 'e': 0.06454643358219689}",30,17,17.497696069678735,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2740,False,"{'a': 0.4, 'e': 0.06448188714861469}",30,16,-9.599913369838688,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2741,False,"{'a': 0.4, 'e': 0.06441740526146608}",25,19,12.488710201945459,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2742,False,"{'a': 0.4, 'e': 0.06435298785620461}",30,13,30.462689396088585,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2743,False,"{'a': 0.4, 'e': 0.0642886348683484}",25,13,24.74693539088587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2744,False,"{'a': 0.4, 'e': 0.06422434623348006}",25,9,22.457717412608808,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2745,False,"{'a': 0.4, 'e': 0.06416012188724658}",25,13,23.37823384560295,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2746,False,"{'a': 0.4, 'e': 0.06409596176535934}",20,6,26.091409114116654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2747,False,"{'a': 0.4, 'e': 0.06403186580359398}",25,11,30.013672460665543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2748,False,"{'a': 0.4, 'e': 0.06396783393779037}",25,8,32.363306191664826,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2749,False,"{'a': 0.4, 'e': 0.06390386610385258}",25,7,34.517224668574364,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2750,False,"{'a': 0.4, 'e': 0.06383996223774874}",25,16,16.603372953167227,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2751,False,"{'a': 0.4, 'e': 0.063776122275511}",20,12,15.530509051358798,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2752,False,"{'a': 0.4, 'e': 0.06371234615323548}",20,10,18.44355462284812,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2753,False,"{'a': 0.4, 'e': 0.06364863380708224}",20,6,-15.929331394488516,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2754,False,"{'a': 0.4, 'e': 0.06358498517327515}",20,13,15.142646076990093,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2755,False,"{'a': 0.4, 'e': 0.06352140018810189}",20,16,6.761955988486614,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2756,False,"{'a': 0.4, 'e': 0.06345787878791379}",20,0,4.941752820596089,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2757,False,"{'a': 0.4, 'e': 0.06339442090912586}",20,7,18.452444309406445,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2758,False,"{'a': 0.4, 'e': 0.06333102648821674}",20,10,20.771069613770486,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2759,False,"{'a': 0.4, 'e': 0.06326769546172853}",25,7,19.904543839629806,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2760,False,"{'a': 0.4, 'e': 0.0632044277662668}",30,19,20.994650992711698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2761,False,"{'a': 0.4, 'e': 0.06314122333850053}",20,4,31.32035276677857,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2762,False,"{'a': 0.4, 'e': 0.06307808211516203}",25,15,19.206662271096718,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2763,False,"{'a': 0.4, 'e': 0.06301500403304687}",20,12,16.229889416767776,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2764,False,"{'a': 0.4, 'e': 0.06295198902901382}",20,12,13.704198627072511,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2765,False,"{'a': 0.4, 'e': 0.0628890370399848}",25,5,19.227495759878533,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2766,False,"{'a': 0.4, 'e': 0.06282614800294482}",20,13,10.761948011347116,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2767,False,"{'a': 0.4, 'e': 0.06276332185494188}",25,14,21.39092666438842,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2768,False,"{'a': 0.4, 'e': 0.06270055853308694}",25,11,15.956667734389933,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2769,False,"{'a': 0.4, 'e': 0.06263785797455385}",20,0,31.755644031427902,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2770,False,"{'a': 0.4, 'e': 0.06257522011657929}",20,8,20.16192981355288,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2771,False,"{'a': 0.4, 'e': 0.06251264489646272}",30,18,21.033298994229,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2772,False,"{'a': 0.4, 'e': 0.06245013225156625}",25,8,28.701166505632642,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2773,False,"{'a': 0.4, 'e': 0.06238768211931468}",25,15,16.695500492480456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2774,False,"{'a': 0.4, 'e': 0.062325294437195373}",20,12,14.64555444460714,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2775,False,"{'a': 0.4, 'e': 0.062262969142758175}",25,19,14.610786787205816,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2776,False,"{'a': 0.4, 'e': 0.062200706173615415}",20,11,15.569196077933267,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2777,False,"{'a': 0.4, 'e': 0.062138505467441804}",25,14,22.056093515959464,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2778,False,"{'a': 0.4, 'e': 0.06207636696197436}",30,13,21.76147537844465,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2779,False,"{'a': 0.4, 'e': 0.062014290595012386}",20,16,8.744397074279696,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2780,False,"{'a': 0.4, 'e': 0.061952276304417374}",30,8,33.721679742304254,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2781,False,"{'a': 0.4, 'e': 0.06189032402811295}",30,19,15.523664105321203,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2782,False,"{'a': 0.4, 'e': 0.06182843370408484}",25,20,11.28497288270886,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2783,False,"{'a': 0.4, 'e': 0.061766605270380755}",25,15,7.738186085866918,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2784,False,"{'a': 0.4, 'e': 0.061704838665110374}",25,3,17.7413329046445,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
2785,False,"{'a': 0.4, 'e': 0.06164313382644527}",25,14,12.410917527487692,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2786,False,"{'a': 0.4, 'e': 0.06158149069261882}",20,8,22.260683448562936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2787,False,"{'a': 0.4, 'e': 0.0615199092019262}",25,9,30.636137762430483,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2788,False,"{'a': 0.4, 'e': 0.06145838929272428}",30,9,34.73891886248338,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2789,False,"{'a': 0.4, 'e': 0.061396930903431554}",20,7,24.019420665540338,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2790,False,"{'a': 0.4, 'e': 0.06133553397252812}",20,14,12.385496735988449,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2791,False,"{'a': 0.4, 'e': 0.06127419843855559}",25,14,21.668426568968144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2792,False,"{'a': 0.4, 'e': 0.06121292424011703}",20,14,13.198540771147249,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2793,False,"{'a': 0.4, 'e': 0.06115171131587692}",25,15,18.550423849342916,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2794,False,"{'a': 0.4, 'e': 0.06109055960456104}",35,18,22.566761081655454,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2795,False,"{'a': 0.4, 'e': 0.06102946904495648}",25,7,21.027317862472565,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2796,False,"{'a': 0.4, 'e': 0.060968439575911526}",25,8,29.861509387627287,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2797,False,"{'a': 0.4, 'e': 0.060907471136335614}",25,14,19.76644282545629,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2798,False,"{'a': 0.4, 'e': 0.06084656366519928}",20,8,7.922199651955779,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2799,False,"{'a': 0.4, 'e': 0.060785717101534076}",20,6,22.005209987166573,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2800,False,"{'a': 0.4, 'e': 0.060724931384432544}",25,14,23.72105772930167,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2801,False,"{'a': 0.4, 'e': 0.06066420645304811}",20,10,22.025543788865654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2802,False,"{'a': 0.4, 'e': 0.06060354224659506}",20,6,26.191621330563496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2803,False,"{'a': 0.4, 'e': 0.060542938704348466}",20,13,13.797144792917692,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2804,False,"{'a': 0.4, 'e': 0.06048239576564412}",25,19,11.668681035209485,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2805,False,"{'a': 0.4, 'e': 0.060421913369878476}",20,12,-29.356603097122463,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2806,False,"{'a': 0.4, 'e': 0.0603614914565086}",25,17,16.06939005137339,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2807,False,"{'a': 0.4, 'e': 0.06030112996505209}",20,6,24.060907560706184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2808,False,"{'a': 0.4, 'e': 0.06024082883508704}",20,14,11.114685520697572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2809,False,"{'a': 0.4, 'e': 0.06018058800625195}",20,7,22.320693087393998,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2810,False,"{'a': 0.4, 'e': 0.060120407418245696}",35,22,22.511445600582743,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2811,False,"{'a': 0.4, 'e': 0.06006028701082745}",25,17,15.353793948179712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2812,False,"{'a': 0.4, 'e': 0.06000022672381662}",25,11,14.176989765756222,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2813,False,"{'a': 0.4, 'e': 0.059940226497092804}",25,17,17.797983685656597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2814,False,"{'a': 0.4, 'e': 0.05988028627059571}",25,17,16.306252735531427,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2815,False,"{'a': 0.4, 'e': 0.059820405984325115}",20,10,16.968865173110164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2816,False,"{'a': 0.4, 'e': 0.05976058557834079}",25,16,16.44701234264905,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2817,False,"{'a': 0.4, 'e': 0.05970082499276245}",25,12,22.84945526281145,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2818,False,"{'a': 0.4, 'e': 0.05964112416776969}",20,5,-22.107372226858256,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
2819,False,"{'a': 0.4, 'e': 0.05958148304360192}",20,16,6.393306802678787,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2820,False,"{'a': 0.4, 'e': 0.05952190156055832}",20,14,11.57560269914892,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2821,False,"{'a': 0.4, 'e': 0.05946237965899776}",20,6,25.060266842169405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2822,False,"{'a': 0.4, 'e': 0.05940291727933876}",20,10,18.173628604364747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2823,False,"{'a': 0.4, 'e': 0.059343514362059424}",20,12,19.309353672642114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2824,False,"{'a': 0.4, 'e': 0.05928417084769736}",20,14,12.63928405665079,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2825,False,"{'a': 0.4, 'e': 0.059224886676849664}",25,7,29.528574498181488,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2826,False,"{'a': 0.4, 'e': 0.05916566179017282}",25,17,18.36753983431616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2827,False,"{'a': 0.4, 'e': 0.059106496128382646}",20,10,15.826289279943435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2828,False,"{'a': 0.4, 'e': 0.05904738963225426}",30,16,30.000782821696756,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2829,False,"{'a': 0.4, 'e': 0.058988342242622005}",30,20,18.219304519301208,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2830,False,"{'a': 0.4, 'e': 0.058929353900379386}",30,24,10.318789872213141,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2831,False,"{'a': 0.4, 'e': 0.058870424546479005}",20,11,19.33237435681703,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2832,False,"{'a': 0.4, 'e': 0.05881155412193253}",25,16,16.305890742426556,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2833,False,"{'a': 0.4, 'e': 0.058752742567810594}",20,11,18.40360296739785,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2834,False,"{'a': 0.4, 'e': 0.05869398982524278}",30,18,22.957143181784872,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2835,False,"{'a': 0.4, 'e': 0.05863529583541754}",25,15,19.668778771789256,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2836,False,"{'a': 0.4, 'e': 0.058576660539582125}",25,13,25.04167165508222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2837,False,"{'a': 0.4, 'e': 0.05851808387904254}",30,21,16.436179390423494,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2838,False,"{'a': 0.4, 'e': 0.058459565795163496}",25,19,13.020716405144974,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2839,False,"{'a': 0.4, 'e': 0.05840110622936833}",20,6,-14.567280488946281,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2840,False,"{'a': 0.4, 'e': 0.058342705123138966}",20,16,8.990535453111136,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2841,False,"{'a': 0.4, 'e': 0.05828436241801582}",30,18,21.600641198402162,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2842,False,"{'a': 0.4, 'e': 0.05822607805559781}",25,17,14.70444064290032,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2843,False,"{'a': 0.4, 'e': 0.05816785197754221}",20,16,8.010705222263251,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2844,False,"{'a': 0.4, 'e': 0.05810968412556467}",25,15,20.24027256975748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2845,False,"{'a': 0.4, 'e': 0.0580515744414391}",25,12,20.446159671411923,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2846,False,"{'a': 0.4, 'e': 0.05799352286699767}",20,16,9.257421455674622,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2847,False,"{'a': 0.4, 'e': 0.05793552934413067}",35,23,25.536550266847847,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2848,False,"{'a': 0.4, 'e': 0.057877593814786535}",20,12,-27.17989652392373,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2849,False,"{'a': 0.4, 'e': 0.05781971622097175}",25,13,20.620313244515852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2850,False,"{'a': 0.4, 'e': 0.057761896504750776}",20,6,25.652814407501047,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2851,False,"{'a': 0.4, 'e': 0.05770413460824603}",30,18,24.235708027411434,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2852,False,"{'a': 0.4, 'e': 0.05764643047363778}",20,16,6.3272534843940775,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2853,False,"{'a': 0.4, 'e': 0.05758878404316414}",20,6,17.994063006422866,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2854,False,"{'a': 0.4, 'e': 0.05753119525912098}",30,8,40.638748482239755,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2855,False,"{'a': 0.4, 'e': 0.05747366406386186}",30,22,15.10782632210974,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2856,False,"{'a': 0.4, 'e': 0.057416190399798}",25,19,11.179517959588027,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2857,False,"{'a': 0.4, 'e': 0.0573587742093982}",20,14,10.400603561509172,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2858,False,"{'a': 0.4, 'e': 0.0573014154351888}",20,8,-30.35076609670925,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
2859,False,"{'a': 0.4, 'e': 0.057244114019753614}",35,20,27.7634921079358,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2860,False,"{'a': 0.4, 'e': 0.05718686990573386}",25,14,20.992287439290397,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2861,False,"{'a': 0.4, 'e': 0.057129683035828126}",20,7,26.080141120992582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2862,False,"{'a': 0.4, 'e': 0.05707255335279229}",25,15,18.18908034939159,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2863,False,"{'a': 0.4, 'e': 0.0570154807994395}",25,10,24.841287113315794,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2864,False,"{'a': 0.4, 'e': 0.056958465318640066}",25,15,5.901629126210647,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2865,False,"{'a': 0.4, 'e': 0.056901506853321425}",25,8,32.83658955536145,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2866,False,"{'a': 0.4, 'e': 0.056844605346468104}",25,14,19.74620634231515,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2867,False,"{'a': 0.4, 'e': 0.056787760741121636}",25,16,18.136398941348748,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2868,False,"{'a': 0.4, 'e': 0.05673097298038051}",25,10,18.299954516904336,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2869,False,"{'a': 0.4, 'e': 0.056674242007400136}",25,11,16.584199175967402,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2870,False,"{'a': 0.4, 'e': 0.05661756776539273}",25,17,16.60929313019734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2871,False,"{'a': 0.4, 'e': 0.05656095019762734}",25,8,13.572682438513885,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
2872,False,"{'a': 0.4, 'e': 0.05650438924742971}",30,18,9.876334410091445,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2873,False,"{'a': 0.4, 'e': 0.05644788485818228}",20,7,22.63932157772951,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2874,False,"{'a': 0.4, 'e': 0.0563914369733241}",20,14,9.669663761717246,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2875,False,"{'a': 0.4, 'e': 0.05633504553635078}",20,14,11.956405604809838,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2876,False,"{'a': 0.4, 'e': 0.056278710490814426}",25,14,9.960490167043414,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2877,False,"{'a': 0.4, 'e': 0.05622243178032361}",30,16,15.508415045490395,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2878,False,"{'a': 0.4, 'e': 0.056166209348543286}",30,17,27.217963069071658,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2879,False,"{'a': 0.4, 'e': 0.056110043139194744}",20,7,18.18898582463876,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2880,False,"{'a': 0.4, 'e': 0.056053933096055546}",20,5,28.406031390170586,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2881,False,"{'a': 0.4, 'e': 0.055997879162959494}",20,9,19.847038398984687,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2882,False,"{'a': 0.4, 'e': 0.055941881283796534}",30,14,14.723827755912984,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2883,False,"{'a': 0.4, 'e': 0.055885939402512734}",30,22,15.163255874823037,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2884,False,"{'a': 0.4, 'e': 0.05583005346311022}",20,13,3.5305631824867882,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2885,False,"{'a': 0.4, 'e': 0.05577422340964711}",20,16,7.120401254144892,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2886,False,"{'a': 0.4, 'e': 0.055718449186237466}",20,9,18.449871589392906,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2887,False,"{'a': 0.4, 'e': 0.055662730737051226}",25,11,20.26454809211502,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2888,False,"{'a': 0.4, 'e': 0.05560706800631418}",20,15,10.047554032998253,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2889,False,"{'a': 0.4, 'e': 0.055551460938307866}",20,14,12.632072871719904,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2890,False,"{'a': 0.4, 'e': 0.05549590947736956}",20,12,-30.298474419524304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2891,False,"{'a': 0.4, 'e': 0.055440413567892186}",25,16,5.643261887386958,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2892,False,"{'a': 0.4, 'e': 0.05538497315432429}",20,9,21.305697221199658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2893,False,"{'a': 0.4, 'e': 0.05532958818116997}",30,13,33.640305739938306,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2894,False,"{'a': 0.4, 'e': 0.0552742585929888}",25,0,38.470737518152255,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2895,False,"{'a': 0.4, 'e': 0.05521898433439581}",20,16,8.22094659013304,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2896,False,"{'a': 0.4, 'e': 0.055163765350061414}",30,24,11.779414275276526,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2897,False,"{'a': 0.4, 'e': 0.055108601584711356}",25,12,22.993122273593134,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2898,False,"{'a': 0.4, 'e': 0.055053492983126645}",30,13,29.445094652776408,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2899,False,"{'a': 0.4, 'e': 0.05499843949014351}",25,20,11.750355510217798,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2900,False,"{'a': 0.4, 'e': 0.05494344105065337}",20,13,13.452586099801618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2901,False,"{'a': 0.4, 'e': 0.05488849760960272}",20,9,23.8450610417452,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2902,False,"{'a': 0.4, 'e': 0.054833609111993115}",35,24,-20.426581895739336,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
2903,False,"{'a': 0.4, 'e': 0.05477877550288112}",20,6,26.286527908509754,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2904,False,"{'a': 0.4, 'e': 0.054723996727378245}",30,20,20.59345200675511,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2905,False,"{'a': 0.4, 'e': 0.054669272730650864}",20,16,7.132181795039561,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2906,False,"{'a': 0.4, 'e': 0.05461460345792021}",35,24,17.494103603926696,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2907,False,"{'a': 0.4, 'e': 0.05455998885446229}",25,12,25.587915794431943,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
