trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
908,False,"{'a': 0.4, 'e': 0.4031468856610473}",25,17,14.732111833372382,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.4, 'e': 0.4027437387753862}",20,6,-2.0201912757657183,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
910,False,"{'a': 0.4, 'e': 0.40234099503661086}",30,17,-19.106083704171404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
911,False,"{'a': 0.4, 'e': 0.40193865404157425}",25,11,-43.58722850616299,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
912,False,"{'a': 0.4, 'e': 0.40153671538753266}",25,17,-36.935780544384166,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
913,False,"{'a': 0.4, 'e': 0.40113517867214515}",20,0,-10.616900728570625,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
914,False,"{'a': 0.4, 'e': 0.40073404349347297}",20,8,-56.07322262974197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
915,False,"{'a': 0.4, 'e': 0.4003333094499795}",20,11,4.760661922048252,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.4, 'e': 0.39993297614052953}",20,0,-93.56686074113841,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
917,False,"{'a': 0.4, 'e': 0.39953304316438903}",25,0,29.88245384190537,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
918,False,"{'a': 0.4, 'e': 0.3991335101212246}",20,8,8.145474904660773,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
919,False,"{'a': 0.4, 'e': 0.3987343766111034}",20,14,-2.0115721666892075,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
920,False,"{'a': 0.4, 'e': 0.3983356422344923}",25,9,-30.968108320383795,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 0}",1
921,False,"{'a': 0.4, 'e': 0.3979373065922578}",20,6,22.24916333029017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.4, 'e': 0.3975393692856655}",25,17,-39.54146642015927,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
923,False,"{'a': 0.4, 'e': 0.39714182991637986}",25,7,18.936007869905563,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
924,False,"{'a': 0.4, 'e': 0.3967446880864635}",20,13,-14.319568607638018,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
925,False,"{'a': 0.4, 'e': 0.39634794339837703}",30,14,12.312167780390286,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
926,False,"{'a': 0.4, 'e': 0.39595159545497866}",20,10,-47.857068049895865,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
927,False,"{'a': 0.4, 'e': 0.3955556438595237}",35,3,13.675504356269016,"{0: 28, 1: 2, 2: 2, 3: 0, 4: 0}",1
928,False,"{'a': 0.4, 'e': 0.3951600882156642}",25,0,16.98392904692621,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
929,False,"{'a': 0.4, 'e': 0.39476492812744846}",20,0,-63.72022896044603,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
930,False,"{'a': 0.4, 'e': 0.39437016319932106}",20,4,10.598990391354757,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
931,False,"{'a': 0.4, 'e': 0.39397579303612174}",35,12,11.263537436076309,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
932,False,"{'a': 0.4, 'e': 0.3935818172430856}",20,8,10.549726705650253,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
933,False,"{'a': 0.4, 'e': 0.3931882354258425}",35,8,-45.05473836434058,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 2}",1
934,False,"{'a': 0.4, 'e': 0.39279504719041664}",20,8,-46.36853476155516,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
935,False,"{'a': 0.4, 'e': 0.39240225214322627}",25,0,-0.09169752207185278,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
936,False,"{'a': 0.4, 'e': 0.392009849891083}",30,13,-50.47547526554493,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
937,False,"{'a': 0.4, 'e': 0.39161784004119193}",20,13,-7.462073968269378,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
938,False,"{'a': 0.4, 'e': 0.3912262222011507}",20,11,13.929717559898862,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.4, 'e': 0.3908349959789496}",20,1,-7.621566368719266,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
940,False,"{'a': 0.4, 'e': 0.39044416098297063}",20,0,-43.21424240913995,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
941,False,"{'a': 0.4, 'e': 0.3900537168219877}",20,7,-79.62373442112386,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
942,False,"{'a': 0.4, 'e': 0.3896636631051657}",25,11,-31.318567198881194,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
943,False,"{'a': 0.4, 'e': 0.38927399944206054}",20,8,24.37079562416083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.4, 'e': 0.38888472544261843}",20,3,12.232465219572768,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.4, 'e': 0.38849584071717586}",25,6,-2.7619736108925066,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
946,False,"{'a': 0.4, 'e': 0.38810734487645865}",20,9,16.149338140873766,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.4, 'e': 0.3877192375315822}",25,7,-13.586526265780702,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
948,False,"{'a': 0.4, 'e': 0.3873315182940506}",25,13,-16.22646522590326,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
949,False,"{'a': 0.4, 'e': 0.3869441867757566}",30,2,-1.729727079494593,"{0: 22, 1: 4, 2: 2, 3: 0, 4: 0}",1
950,False,"{'a': 0.4, 'e': 0.38655724258898083}",30,22,-33.81602192767415,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
951,False,"{'a': 0.4, 'e': 0.3861706853463918}",30,17,8.423417100041515,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
952,False,"{'a': 0.4, 'e': 0.38578451466104546}",20,10,16.404068067562882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.4, 'e': 0.38539873014638437}",20,6,-63.64214165134003,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
954,False,"{'a': 0.4, 'e': 0.385013331416238}",20,14,3.929961859884461,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.4, 'e': 0.3846283180848218}",20,12,2.7849564519436023,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
956,False,"{'a': 0.4, 'e': 0.38424368976673695}",20,10,-4.773815469164258,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
957,False,"{'a': 0.4, 'e': 0.3838594460769702}",20,0,-48.10771438818395,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
958,False,"{'a': 0.4, 'e': 0.38347558663089326}",35,25,14.89252342722359,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.4, 'e': 0.38309211104426233}",20,0,-1.8054202921135172,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
960,False,"{'a': 0.4, 'e': 0.38270901893321807}",25,6,-4.3908996361293955,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
961,False,"{'a': 0.4, 'e': 0.38232630991428485}",20,11,13.099130062439993,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.4, 'e': 0.3819439836043706}",25,10,-64.41978288082582,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
963,False,"{'a': 0.4, 'e': 0.38156203962076624}",20,12,3.0317868347156995,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
964,False,"{'a': 0.4, 'e': 0.3811804775811454}",30,17,-12.000936317609469,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
965,False,"{'a': 0.4, 'e': 0.3807992971035643}",20,7,-57.09952923989976,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 1}",1
966,False,"{'a': 0.4, 'e': 0.38041849780646075}",25,7,-2.738640049904106,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
967,False,"{'a': 0.4, 'e': 0.3800380793086543}",20,14,10.949940992342915,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.4, 'e': 0.3796580412293456}",20,9,16.381277501506712,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.4, 'e': 0.3792783831881163}",30,15,-27.42179067345744,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
970,False,"{'a': 0.4, 'e': 0.37889910480492817}",20,12,-7.433238969671321,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
971,False,"{'a': 0.4, 'e': 0.37852020570012324}",25,11,-34.147995947146555,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
972,False,"{'a': 0.4, 'e': 0.3781416854944231}",30,6,-10.883401604317449,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 0}",1
973,False,"{'a': 0.4, 'e': 0.3777635438089287}",35,9,0.4614564593478261,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 0}",1
974,False,"{'a': 0.4, 'e': 0.37738578026511976}",25,13,-8.435822508637802,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
975,False,"{'a': 0.4, 'e': 0.3770083944848546}",20,12,14.453855668071832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.4, 'e': 0.3766313860903698}",20,0,-4.3634591299911545,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
977,False,"{'a': 0.4, 'e': 0.3762547547042794}",30,7,-25.37362227524356,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
978,False,"{'a': 0.4, 'e': 0.3758784999495751}",20,14,0.5495428360498715,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
979,False,"{'a': 0.4, 'e': 0.37550262144962554}",35,15,11.132223209948393,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
980,False,"{'a': 0.4, 'e': 0.3751271188281759}",25,17,13.308253459621582,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.4, 'e': 0.37475199170934775}",20,6,-27.925661494654793,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
982,False,"{'a': 0.4, 'e': 0.3743772397176384}",30,0,-23.98961916651625,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
983,False,"{'a': 0.4, 'e': 0.37400286247792075}",20,10,-36.480208448495446,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
984,False,"{'a': 0.4, 'e': 0.37362885961544284}",20,11,-27.059049615804287,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
985,False,"{'a': 0.4, 'e': 0.3732552307558274}",25,14,-27.923779253310343,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
986,False,"{'a': 0.4, 'e': 0.3728819755250716}",20,0,-13.728521006881893,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
987,False,"{'a': 0.4, 'e': 0.3725090935495465}",30,21,4.754067447708065,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
988,False,"{'a': 0.4, 'e': 0.37213658445599695}",30,22,16.505465662308946,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.4, 'e': 0.37176444787154095}",20,13,12.955897218772794,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.4, 'e': 0.37139268342366943}",25,16,9.541572854497591,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.4, 'e': 0.37102129074024576}",25,6,-0.6858109659533382,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
992,False,"{'a': 0.4, 'e': 0.3706502694495055}",20,14,10.95831123623512,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.4, 'e': 0.370279619180056}",30,19,-2.313757832451658,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
994,False,"{'a': 0.4, 'e': 0.3699093395608759}",25,8,27.748408184394215,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.4, 'e': 0.3695394302213151}",25,5,-17.109367154081042,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
996,False,"{'a': 0.4, 'e': 0.36916989079109375}",25,16,-26.170041689610656,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
997,False,"{'a': 0.4, 'e': 0.36880072090030264}",20,8,-8.820676206975001,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
998,False,"{'a': 0.4, 'e': 0.36843192017940235}",20,5,13.016635413080737,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
999,False,"{'a': 0.4, 'e': 0.3680634882592229}",30,10,-26.68608758154248,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1000,False,"{'a': 0.4, 'e': 0.36769542477096373}",20,5,-42.886700972268066,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 1}",1
1001,False,"{'a': 0.4, 'e': 0.36732772934619273}",35,8,-22.994999836192914,"{0: 21, 1: 0, 2: 6, 3: 0, 4: 0}",1
1002,False,"{'a': 0.4, 'e': 0.36696040161684657}",30,13,1.0569075721675456,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1003,False,"{'a': 0.4, 'e': 0.3665934412152297}",25,2,-25.752730395606154,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
1004,False,"{'a': 0.4, 'e': 0.3662268477740145}",20,8,22.296390382561825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.4, 'e': 0.36586062092624044}",25,0,-10.103838765870924,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",0
1006,False,"{'a': 0.4, 'e': 0.36549476030531425}",20,3,-22.506841121213824,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1007,False,"{'a': 0.4, 'e': 0.3651292655450089}",25,8,5.300532291370534,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1008,False,"{'a': 0.4, 'e': 0.3647641362794639}",25,15,18.906146890109596,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.4, 'e': 0.36439937214318446}",20,7,-23.015511797296032,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1010,False,"{'a': 0.4, 'e': 0.36403497277104124}",20,3,-48.70617641326493,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
1011,False,"{'a': 0.4, 'e': 0.3636709377982702}",25,14,17.628159861917776,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.4, 'e': 0.36330726686047193}",25,11,4.66234587824447,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1013,False,"{'a': 0.4, 'e': 0.3629439595936115}",30,7,-10.493560593780586,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
1014,False,"{'a': 0.4, 'e': 0.36258101563401784}",25,11,13.807879773113704,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1015,False,"{'a': 0.4, 'e': 0.3622184346183838}",20,11,-3.2765454371577905,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1016,False,"{'a': 0.4, 'e': 0.36185621618376546}",25,0,-6.558454415128116,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
1017,False,"{'a': 0.4, 'e': 0.36149435996758167}",20,0,-41.77386083004049,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
1018,False,"{'a': 0.4, 'e': 0.3611328656076141}",30,19,22.244252659562928,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.4, 'e': 0.36077173274200647}",20,5,2.0817031842032305,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1020,False,"{'a': 0.4, 'e': 0.3604109610092645}",20,3,-25.766157760133904,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1021,False,"{'a': 0.4, 'e': 0.3600505500482552}",25,6,-11.22423022077398,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
1022,False,"{'a': 0.4, 'e': 0.359690499498207}",25,17,5.819317023579424,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1023,False,"{'a': 0.4, 'e': 0.3593308089987088}",20,1,20.009655962576762,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1024,False,"{'a': 0.4, 'e': 0.35897147818971004}",30,4,-35.935341927636784,"{0: 21, 1: 0, 2: 3, 3: 2, 4: 0}",1
1025,False,"{'a': 0.4, 'e': 0.35861250671152034}",35,17,15.85027673233584,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1026,False,"{'a': 0.4, 'e': 0.3582538942048088}",20,10,-75.46322026981261,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
1027,False,"{'a': 0.4, 'e': 0.357895640310604}",25,9,8.840823133690298,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1028,False,"{'a': 0.4, 'e': 0.3575377446702934}",20,3,15.318210636509207,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1029,False,"{'a': 0.4, 'e': 0.35718020692562313}",20,2,-47.81029333123998,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
1030,False,"{'a': 0.4, 'e': 0.3568230267186975}",25,12,21.986954731807778,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.4, 'e': 0.3564662036919788}",35,21,6.178142797313646,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1032,False,"{'a': 0.4, 'e': 0.35610973748828684}",20,0,-94.9033403490363,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
1033,False,"{'a': 0.4, 'e': 0.35575362775079855}",25,11,0.8361824992279059,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1034,False,"{'a': 0.4, 'e': 0.35539787412304774}",25,7,-4.911052774243924,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1035,False,"{'a': 0.4, 'e': 0.35504247624892465}",20,0,-14.051275415627101,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
1036,False,"{'a': 0.4, 'e': 0.35468743377267575}",20,8,18.315967578414554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.4, 'e': 0.3543327463389031}",35,25,21.580556233232805,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.4, 'e': 0.35397841359256416}",30,17,14.595040537736633,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1039,False,"{'a': 0.4, 'e': 0.35362443517897163}",20,6,24.009473993867402,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.4, 'e': 0.35327081074379263}",25,16,-23.711389397854543,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1041,False,"{'a': 0.4, 'e': 0.35291753993304886}",20,4,4.307879801640614,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1042,False,"{'a': 0.4, 'e': 0.3525646223931158}",25,12,5.428231483090627,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1043,False,"{'a': 0.4, 'e': 0.3522120577707227}",20,0,-48.31871060394028,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1044,False,"{'a': 0.4, 'e': 0.351859845712952}",25,2,31.745300692194512,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.4, 'e': 0.351507985867239}",20,0,2.763335560918774,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1046,False,"{'a': 0.4, 'e': 0.3511564778813718}",30,7,-21.648070654423194,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
1047,False,"{'a': 0.4, 'e': 0.3508053214034904}",25,14,-1.3895129305998581,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1048,False,"{'a': 0.4, 'e': 0.3504545160820869}",20,13,2.1940032126810385,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1049,False,"{'a': 0.4, 'e': 0.3501040615660048}",20,12,17.9507514607891,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.4, 'e': 0.34975395750443883}",25,4,22.693264067398932,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.4, 'e': 0.34940420354693436}",35,23,3.331585035033142,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1052,False,"{'a': 0.4, 'e': 0.34905479934338746}",25,2,-76.32384077368042,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 1}",1
1053,False,"{'a': 0.4, 'e': 0.34870574454404407}",20,8,-48.03150286145029,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
1054,False,"{'a': 0.4, 'e': 0.34835703879950003}",20,14,10.142702304849255,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.4, 'e': 0.3480086817607005}",20,2,-88.37983339041016,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
1056,False,"{'a': 0.4, 'e': 0.34766067307893983}",20,2,-13.359349580627262,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
1057,False,"{'a': 0.4, 'e': 0.3473130124058609}",20,11,2.6969663603742164,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1058,False,"{'a': 0.4, 'e': 0.346965699393455}",20,8,10.417158350632928,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1059,False,"{'a': 0.4, 'e': 0.34661873369406154}",20,5,2.6760578930506247,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1060,False,"{'a': 0.4, 'e': 0.34627211496036747}",20,0,-12.273535389308433,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
1061,False,"{'a': 0.4, 'e': 0.3459258428454071}",20,12,4.849802359614844,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.4, 'e': 0.3455799170025617}",35,15,18.92722832715005,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1063,False,"{'a': 0.4, 'e': 0.3452343370855592}",20,0,21.84456506329771,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1064,False,"{'a': 0.4, 'e': 0.34488910274847356}",30,18,-3.8250850416891757,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1065,False,"{'a': 0.4, 'e': 0.34454421364572513}",20,8,12.35944914715254,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.4, 'e': 0.3441996694320794}",20,6,-6.540838748372443,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1067,False,"{'a': 0.4, 'e': 0.3438554697626473}",20,7,-36.08264582945776,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
1068,False,"{'a': 0.4, 'e': 0.3435116142928847}",25,12,6.958077180597064,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1069,False,"{'a': 0.4, 'e': 0.34316810267859177}",20,12,15.125023595451804,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.4, 'e': 0.3428249345759132}",30,19,-117.26597956172812,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 3}",1
1071,False,"{'a': 0.4, 'e': 0.3424821096413373}",25,17,17.726669596531742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.4, 'e': 0.3421396275316959}",20,0,-38.417531462747945,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
1073,False,"{'a': 0.4, 'e': 0.34179748790416425}",20,6,9.74430800058221,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.4, 'e': 0.34145569041626006}",20,11,17.64653581632259,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.4, 'e': 0.3411142347258438}",25,11,-27.68002724714261,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1076,False,"{'a': 0.4, 'e': 0.34077312049111796}",25,12,10.506603286439608,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1077,False,"{'a': 0.4, 'e': 0.34043234737062683}",30,18,12.11450054835929,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1078,False,"{'a': 0.4, 'e': 0.3400919150232562}",25,12,-5.878892356681418,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
1079,False,"{'a': 0.4, 'e': 0.339751823108233}",30,18,-61.38454784259716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
1080,False,"{'a': 0.4, 'e': 0.33941207128512474}",20,8,23.7657891094052,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.4, 'e': 0.3390726592138396}",20,13,2.9822391647893403,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.4, 'e': 0.33873358655462577}",20,14,-10.774743032475579,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1083,False,"{'a': 0.4, 'e': 0.33839485296807115}",30,19,19.20376846303685,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.4, 'e': 0.33805645811510304}",30,13,-31.01421447939168,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1085,False,"{'a': 0.4, 'e': 0.33771840165698797}",30,22,1.7522953568118256,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1086,False,"{'a': 0.4, 'e': 0.337380683255331}",20,2,-40.92147981834864,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
1087,False,"{'a': 0.4, 'e': 0.33704330257207565}",30,17,25.51603785393533,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.4, 'e': 0.3367062592695036}",20,13,-30.48544389058491,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1089,False,"{'a': 0.4, 'e': 0.3363695530102341}",20,2,16.0782270984524,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1090,False,"{'a': 0.4, 'e': 0.3360331834572238}",25,13,-37.850193954658856,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
